,Date,Close,Diff,Open,High,Low,Volume
7480,2019-04-09,9995,5,10010,10025,9995,254325
5485,2019-04-09,9995,5,10010,10025,9995,254325
1405,2019-04-09,9995,5,10010,10025,9995,254325
3400,2019-04-09,9995,5,10010,10025,9995,254325
5500,2019-04-09,9995,5,10010,10025,9995,254325
3385,2019-04-09,9995,5,10010,10025,9995,254325
5515,2019-04-09,9995,5,10010,10025,9995,254325
5530,2019-04-09,9995,5,10010,10025,9995,254325
1420,2019-04-09,9995,5,10010,10025,9995,254325
3370,2019-04-09,9995,5,10010,10025,9995,254325
5545,2019-04-09,9995,5,10010,10025,9995,254325
3355,2019-04-09,9995,5,10010,10025,9995,254325
5560,2019-04-09,9995,5,10010,10025,9995,254325
1435,2019-04-09,9995,5,10010,10025,9995,254325
5470,2019-04-09,9995,5,10010,10025,9995,254325
5575,2019-04-09,9995,5,10010,10025,9995,254325
5590,2019-04-09,9995,5,10010,10025,9995,254325
5605,2019-04-09,9995,5,10010,10025,9995,254325
1450,2019-04-09,9995,5,10010,10025,9995,254325
3325,2019-04-09,9995,5,10010,10025,9995,254325
5620,2019-04-09,9995,5,10010,10025,9995,254325
3310,2019-04-09,9995,5,10010,10025,9995,254325
5635,2019-04-09,9995,5,10010,10025,9995,254325
5650,2019-04-09,9995,5,10010,10025,9995,254325
1465,2019-04-09,9995,5,10010,10025,9995,254325
3295,2019-04-09,9995,5,10010,10025,9995,254325
5665,2019-04-09,9995,5,10010,10025,9995,254325
3280,2019-04-09,9995,5,10010,10025,9995,254325
5680,2019-04-09,9995,5,10010,10025,9995,254325
3340,2019-04-09,9995,5,10010,10025,9995,254325
1480,2019-04-09,9995,5,10010,10025,9995,254325
3415,2019-04-09,9995,5,10010,10025,9995,254325
1390,2019-04-09,9995,5,10010,10025,9995,254325
1315,2019-04-09,9995,5,10010,10025,9995,254325
5245,2019-04-09,9995,5,10010,10025,9995,254325
3550,2019-04-09,9995,5,10010,10025,9995,254325
5260,2019-04-09,9995,5,10010,10025,9995,254325
3535,2019-04-09,9995,5,10010,10025,9995,254325
5275,2019-04-09,9995,5,10010,10025,9995,254325
1330,2019-04-09,9995,5,10010,10025,9995,254325
5290,2019-04-09,9995,5,10010,10025,9995,254325
3520,2019-04-09,9995,5,10010,10025,9995,254325
5305,2019-04-09,9995,5,10010,10025,9995,254325
3505,2019-04-09,9995,5,10010,10025,9995,254325
5320,2019-04-09,9995,5,10010,10025,9995,254325
1345,2019-04-09,9995,5,10010,10025,9995,254325
5455,2019-04-09,9995,5,10010,10025,9995,254325
5335,2019-04-09,9995,5,10010,10025,9995,254325
5350,2019-04-09,9995,5,10010,10025,9995,254325
5365,2019-04-09,9995,5,10010,10025,9995,254325
1360,2019-04-09,9995,5,10010,10025,9995,254325
3475,2019-04-09,9995,5,10010,10025,9995,254325
5380,2019-04-09,9995,5,10010,10025,9995,254325
3460,2019-04-09,9995,5,10010,10025,9995,254325
5395,2019-04-09,9995,5,10010,10025,9995,254325
5410,2019-04-09,9995,5,10010,10025,9995,254325
1375,2019-04-09,9995,5,10010,10025,9995,254325
3445,2019-04-09,9995,5,10010,10025,9995,254325
5425,2019-04-09,9995,5,10010,10025,9995,254325
3430,2019-04-09,9995,5,10010,10025,9995,254325
5440,2019-04-09,9995,5,10010,10025,9995,254325
3490,2019-04-09,9995,5,10010,10025,9995,254325
5695,2019-04-09,9995,5,10010,10025,9995,254325
3265,2019-04-09,9995,5,10010,10025,9995,254325
5710,2019-04-09,9995,5,10010,10025,9995,254325
1585,2019-04-09,9995,5,10010,10025,9995,254325
3100,2019-04-09,9995,5,10010,10025,9995,254325
5980,2019-04-09,9995,5,10010,10025,9995,254325
3085,2019-04-09,9995,5,10010,10025,9995,254325
5995,2019-04-09,9995,5,10010,10025,9995,254325
6010,2019-04-09,9995,5,10010,10025,9995,254325
1600,2019-04-09,9995,5,10010,10025,9995,254325
3070,2019-04-09,9995,5,10010,10025,9995,254325
6025,2019-04-09,9995,5,10010,10025,9995,254325
3055,2019-04-09,9995,5,10010,10025,9995,254325
6040,2019-04-09,9995,5,10010,10025,9995,254325
1615,2019-04-09,9995,5,10010,10025,9995,254325
6055,2019-04-09,9995,5,10010,10025,9995,254325
5965,2019-04-09,9995,5,10010,10025,9995,254325
3040,2019-04-09,9995,5,10010,10025,9995,254325
6085,2019-04-09,9995,5,10010,10025,9995,254325
1630,2019-04-09,9995,5,10010,10025,9995,254325
3025,2019-04-09,9995,5,10010,10025,9995,254325
6100,2019-04-09,9995,5,10010,10025,9995,254325
3010,2019-04-09,9995,5,10010,10025,9995,254325
6115,2019-04-09,9995,5,10010,10025,9995,254325
6130,2019-04-09,9995,5,10010,10025,9995,254325
1645,2019-04-09,9995,5,10010,10025,9995,254325
2995,2019-04-09,9995,5,10010,10025,9995,254325
6145,2019-04-09,9995,5,10010,10025,9995,254325
