,Date,Close,Diff,Open,High,Low,Volume
1843,2017-01-24,9400,5,9350,9405,9335,449442
1842,2017-01-25,9415,15,9430,9440,9385,480247
1841,2017-01-26,9295,120,9340,9340,9245,482386
1840,2017-01-31,9345,50,9410,9465,9330,416942
1839,2017-02-01,9290,55,9190,9290,9190,452131
1835,2017-02-02,9120,170,9200,9205,9075,424816
1834,2017-02-03,9110,10,9085,9125,9055,380935
1833,2017-02-06,8945,165,9000,9000,8930,260550
1832,2017-02-07,9065,120,8940,9070,8940,263041
1831,2017-02-08,9090,25,9080,9120,9035,252671
1828,2017-02-09,9080,10,9085,9120,9050,235344
1827,2017-02-10,9145,65,9190,9210,9135,248399
1826,2017-02-13,9185,40,9180,9210,9125,241722
1825,2017-02-14,8960,225,9140,9155,8955,290889
1824,2017-02-15,9010,50,9005,9065,8965,313773
1820,2017-02-16,9025,15,8905,9040,8895,331925
1819,2017-02-17,9080,55,9050,9100,9030,308791
1818,2017-02-20,9115,35,9150,9150,9080,206290
1817,2017-02-21,9100,15,9065,9125,9065,212741
1816,2017-02-22,9030,70,9040,9040,8980,236768
1813,2017-02-23,8965,65,9000,9020,8935,255884
1812,2017-02-24,8860,105,8880,8910,8815,294855
1811,2017-02-27,8895,35,8880,8905,8845,267696
1810,2017-02-28,8855,40,8900,8920,8840,235536
1809,2017-03-02,9020,165,9045,9065,8995,358618
1805,2017-03-03,9245,225,9125,9245,9120,310467
1804,2017-03-06,9285,40,9215,9295,9215,291190
1803,2017-03-07,9110,175,9245,9275,9100,276276
1802,2017-03-08,9100,10,9150,9165,9055,291435
1801,2017-03-09,9285,185,9215,9295,9205,265424
1798,2017-03-10,9270,15,9325,9340,9230,540938
1797,2017-03-13,9080,190,9145,9180,9080,271183
1796,2017-03-14,9145,65,9140,9155,9090,240672
1795,2017-03-15,9060,85,9135,9155,9055,283991
1794,2017-03-16,8880,180,8830,8900,8830,355059
1790,2017-03-17,8875,5,8855,8890,8830,277974
1789,2017-03-20,8695,180,8835,8860,8685,588214
1788,2017-03-21,8675,20,8615,8690,8600,298259
1787,2017-03-22,8740,65,8735,8780,8695,309824
1786,2017-03-23,8720,20,8655,8725,8645,337124
1783,2017-03-24,8725,5,8700,8760,8695,327149
1782,2017-03-27,8580,145,8590,8615,8580,386672
1781,2017-03-28,8570,10,8555,8600,8545,378950
1780,2017-03-29,8605,35,8620,8625,8575,321478
1779,2017-03-30,8650,45,8575,8680,8560,307576
1775,2017-03-31,8665,15,8680,8715,8655,313076
1774,2017-04-03,8625,40,8655,8655,8565,311045
1773,2017-04-04,8705,80,8670,8705,8640,310160
1772,2017-04-05,8750,45,8755,8780,8710,312457
1771,2017-04-06,8885,135,8810,8905,8785,507289
1768,2017-04-07,8905,20,8860,8990,8850,334440
1767,2017-04-10,9040,135,8970,9060,8950,403983
1766,2017-04-11,9080,40,9035,9155,9000,421028
1765,2017-04-12,9010,70,9110,9145,9010,321001
1764,2017-04-13,8840,170,8905,8965,8780,397776
1760,2017-04-14,8980,140,8915,9020,8915,436541
1759,2017-04-17,8945,35,8995,8995,8885,333876
1758,2017-04-18,9025,80,8905,9025,8875,377834
1757,2017-04-19,9000,25,9045,9050,8960,309437
1756,2017-04-20,9000,0,9055,9065,8980,337703
1753,2017-04-21,8900,100,8985,8995,8885,370512
1752,2017-04-24,8850,50,8805,8920,8805,431682
1751,2017-04-25,8785,65,8900,8940,8780,413189
1750,2017-04-26,8770,15,8785,8825,8715,565767
1749,2017-04-27,8850,80,8855,8875,8815,404719
1745,2017-04-28,8945,95,8855,8960,8820,382565
1744,2017-05-02,8845,100,8915,8950,8800,422211
1743,2017-05-04,8870,25,8905,8910,8845,468118
1742,2017-05-08,8855,15,8905,8950,8835,412374
1741,2017-05-10,8920,65,8945,8950,8870,451442
1738,2017-05-11,8820,100,8855,8905,8805,423360
1737,2017-05-12,8825,5,8760,8850,8740,409727
1736,2017-05-15,8760,65,8770,8815,8750,331540
1735,2017-05-16,8650,110,8680,8795,8645,667296
1734,2017-05-17,8665,15,8640,8730,8640,503133
1730,2017-05-18,8770,105,8740,8805,8730,415433
1729,2017-05-19,8790,20,8805,8860,8770,353664
1728,2017-05-22,8675,115,8770,8770,8615,525606
1727,2017-05-23,8745,70,8620,8745,8620,416569
1726,2017-05-24,8795,50,8760,8810,8745,382633
1723,2017-05-25,8645,150,8685,8710,8635,1010035
1722,2017-05-26,8710,65,8695,8710,8650,466171
1721,2017-05-29,8705,5,8680,8710,8655,434326
1720,2017-05-30,8770,65,8735,8770,8715,418935
1719,2017-05-31,8695,75,8760,8760,8690,372405
1715,2017-06-01,8720,25,8690,8720,8670,437514
1714,2017-06-02,8720,0,8710,8725,8685,384615
1713,2017-06-05,8665,55,8715,8715,8630,396658
1712,2017-06-07,8730,65,8670,8745,8665,380389
1711,2017-06-08,8725,5,8760,8795,8720,407007
1708,2017-06-09,8720,5,8730,8740,8680,381306
1707,2017-06-12,8795,75,8765,8795,8750,404217
1706,2017-06-13,8800,5,8835,8850,8785,442550
1705,2017-06-14,8745,55,8795,8800,8745,346710
1704,2017-06-15,8735,10,8695,8770,8665,414640
