Date,Open,High,Low,Close,Adj Close,Volume
2009-11-23,75.26000213623047,75.26000213623047,75.26000213623047,75.26000213623047,44.39990997314453,100
2009-11-24,75.26000213623047,75.26000213623047,75.26000213623047,75.26000213623047,44.39990997314453,0
2009-11-25,75.52999877929688,75.73999786376953,75.5199966430664,75.73999786376953,44.68306350708008,4000
2009-11-27,75.8499984741211,75.8499984741211,75.8499984741211,75.8499984741211,44.74796676635742,300
2009-11-30,75.7300033569336,76.0,75.7300033569336,76.0,44.83647155761719,1100
2009-12-01,75.69999694824219,75.75,75.62000274658203,75.69000244140625,44.653594970703125,68600
2009-12-02,75.94000244140625,75.94000244140625,75.88999938964844,75.88999938964844,44.771568298339844,15700
2009-12-03,75.16999816894531,75.26000213623047,75.16999816894531,75.26000213623047,44.39990997314453,9100
2009-12-04,75.08999633789062,75.08999633789062,75.08999633789062,75.08999633789062,44.29960250854492,100
2009-12-07,75.08999633789062,75.08999633789062,74.9000015258789,75.06999969482422,44.28780746459961,900
2009-12-08,75.4000015258789,75.4000015258789,75.19999694824219,75.2699966430664,44.40579605102539,7000
2009-12-09,75.4000015258789,75.4000015258789,75.0,75.11000061035156,44.31140899658203,9800
2009-12-10,74.7699966430664,74.9800033569336,74.72000122070312,74.9800033569336,44.23472213745117,8000
2009-12-11,74.61000061035156,74.69000244140625,74.58000183105469,74.69000244140625,44.06360626220703,2200
2009-12-14,74.83000183105469,74.8499984741211,74.83000183105469,74.8499984741211,44.158016204833984,14600
2009-12-15,74.8499984741211,74.8499984741211,74.8499984741211,74.8499984741211,44.158016204833984,0
2009-12-16,75.05999755859375,75.12999725341797,74.86000061035156,74.86000061035156,44.163909912109375,400
2009-12-17,75.05999755859375,75.05999755859375,74.86000061035156,74.86000061035156,44.163909912109375,1000
2009-12-18,74.86000061035156,74.86000061035156,74.86000061035156,74.86000061035156,44.163909912109375,0
2009-12-21,74.58000183105469,74.58000183105469,74.58000183105469,74.58000183105469,43.99873352050781,100
2009-12-22,74.37999725341797,74.41999816894531,74.33999633789062,74.41999816894531,43.904335021972656,1500
2009-12-23,74.66000366210938,74.66000366210938,74.6500015258789,74.6500015258789,44.040016174316406,900
2009-12-24,73.87999725341797,73.87999725341797,73.5199966430664,73.5199966430664,43.663490295410156,400
