,Date,Close,Diff,Open,High,Low,Volume
7472,2018-10-19,10055,10,10100,10100,10030,23
3872,2018-10-19,10055,10,10100,10100,10030,23
3887,2018-10-19,10055,10,10100,10100,10030,23
3902,2018-10-19,10055,10,10100,10100,10030,23
3917,2018-10-19,10055,10,10100,10100,10030,23
3932,2018-10-19,10055,10,10100,10100,10030,23
3947,2018-10-19,10055,10,10100,10100,10030,23
3962,2018-10-19,10055,10,10100,10100,10030,23
3977,2018-10-19,10055,10,10100,10100,10030,23
3992,2018-10-19,10055,10,10100,10100,10030,23
4007,2018-10-19,10055,10,10100,10100,10030,23
4022,2018-10-19,10055,10,10100,10100,10030,23
4037,2018-10-19,10055,10,10100,10100,10030,23
4052,2018-10-19,10055,10,10100,10100,10030,23
4067,2018-10-19,10055,10,10100,10100,10030,23
3857,2018-10-19,10055,10,10100,10100,10030,23
4082,2018-10-19,10055,10,10100,10100,10030,23
4112,2018-10-19,10055,10,10100,10100,10030,23
4127,2018-10-19,10055,10,10100,10100,10030,23
4142,2018-10-19,10055,10,10100,10100,10030,23
4157,2018-10-19,10055,10,10100,10100,10030,23
4172,2018-10-19,10055,10,10100,10100,10030,23
4187,2018-10-19,10055,10,10100,10100,10030,23
4202,2018-10-19,10055,10,10100,10100,10030,23
4217,2018-10-19,10055,10,10100,10100,10030,23
4232,2018-10-19,10055,10,10100,10100,10030,23
4247,2018-10-19,10055,10,10100,10100,10030,23
4262,2018-10-19,10055,10,10100,10100,10030,23
4277,2018-10-19,10055,10,10100,10100,10030,23
4292,2018-10-19,10055,10,10100,10100,10030,23
4307,2018-10-19,10055,10,10100,10100,10030,23
4097,2018-10-19,10055,10,10100,10100,10030,23
3842,2018-10-19,10055,10,10100,10100,10030,23
3827,2018-10-19,10055,10,10100,10100,10030,23
3812,2018-10-19,10055,10,10100,10100,10030,23
3347,2018-10-19,10055,10,10100,10100,10030,23
3362,2018-10-19,10055,10,10100,10100,10030,23
3377,2018-10-19,10055,10,10100,10100,10030,23
3392,2018-10-19,10055,10,10100,10100,10030,23
3407,2018-10-19,10055,10,10100,10100,10030,23
3422,2018-10-19,10055,10,10100,10100,10030,23
3437,2018-10-19,10055,10,10100,10100,10030,23
3452,2018-10-19,10055,10,10100,10100,10030,23
3467,2018-10-19,10055,10,10100,10100,10030,23
3482,2018-10-19,10055,10,10100,10100,10030,23
3497,2018-10-19,10055,10,10100,10100,10030,23
3512,2018-10-19,10055,10,10100,10100,10030,23
3527,2018-10-19,10055,10,10100,10100,10030,23
3542,2018-10-19,10055,10,10100,10100,10030,23
3557,2018-10-19,10055,10,10100,10100,10030,23
3572,2018-10-19,10055,10,10100,10100,10030,23
3587,2018-10-19,10055,10,10100,10100,10030,23
3797,2018-10-19,10055,10,10100,10100,10030,23
3782,2018-10-19,10055,10,10100,10100,10030,23
3767,2018-10-19,10055,10,10100,10100,10030,23
3752,2018-10-19,10055,10,10100,10100,10030,23
3737,2018-10-19,10055,10,10100,10100,10030,23
3722,2018-10-19,10055,10,10100,10100,10030,23
4322,2018-10-19,10055,10,10100,10100,10030,23
3707,2018-10-19,10055,10,10100,10100,10030,23
3677,2018-10-19,10055,10,10100,10100,10030,23
