,Date,Close,Diff,Open,High,Low,Volume
7482,2012-01-20,49960,40,50040,50040,49960,3276
7032,2012-01-20,49960,40,50040,50040,49960,3276
5472,2012-01-20,49960,40,50040,50040,49960,3276
5457,2012-01-20,49960,40,50040,50040,49960,3276
5442,2012-01-20,49960,40,50040,50040,49960,3276
5427,2012-01-20,49960,40,50040,50040,49960,3276
7047,2012-01-20,49960,40,50040,50040,49960,3276
5412,2012-01-20,49960,40,50040,50040,49960,3276
5487,2012-01-20,49960,40,50040,50040,49960,3276
5397,2012-01-20,49960,40,50040,50040,49960,3276
5367,2012-01-20,49960,40,50040,50040,49960,3276
7062,2012-01-20,49960,40,50040,50040,49960,3276
5352,2012-01-20,49960,40,50040,50040,49960,3276
5337,2012-01-20,49960,40,50040,50040,49960,3276
5322,2012-01-20,49960,40,50040,50040,49960,3276
5307,2012-01-20,49960,40,50040,50040,49960,3276
7077,2012-01-20,49960,40,50040,50040,49960,3276
5382,2012-01-20,49960,40,50040,50040,49960,3276
5292,2012-01-20,49960,40,50040,50040,49960,3276
5502,2012-01-20,49960,40,50040,50040,49960,3276
5532,2012-01-20,49960,40,50040,50040,49960,3276
6972,2012-01-20,49960,40,50040,50040,49960,3276
5712,2012-01-20,49960,40,50040,50040,49960,3276
5697,2012-01-20,49960,40,50040,50040,49960,3276
5682,2012-01-20,49960,40,50040,50040,49960,3276
5667,2012-01-20,49960,40,50040,50040,49960,3276
6987,2012-01-20,49960,40,50040,50040,49960,3276
5652,2012-01-20,49960,40,50040,50040,49960,3276
5517,2012-01-20,49960,40,50040,50040,49960,3276
5637,2012-01-20,49960,40,50040,50040,49960,3276
5607,2012-01-20,49960,40,50040,50040,49960,3276
7002,2012-01-20,49960,40,50040,50040,49960,3276
5592,2012-01-20,49960,40,50040,50040,49960,3276
5577,2012-01-20,49960,40,50040,50040,49960,3276
5562,2012-01-20,49960,40,50040,50040,49960,3276
5547,2012-01-20,49960,40,50040,50040,49960,3276
7017,2012-01-20,49960,40,50040,50040,49960,3276
5622,2012-01-20,49960,40,50040,50040,49960,3276
5277,2012-01-20,49960,40,50040,50040,49960,3276
5262,2012-01-20,49960,40,50040,50040,49960,3276
5247,2012-01-20,49960,40,50040,50040,49960,3276
4977,2012-01-20,49960,40,50040,50040,49960,3276
4962,2012-01-20,49960,40,50040,50040,49960,3276
4947,2012-01-20,49960,40,50040,50040,49960,3276
7167,2012-01-20,49960,40,50040,50040,49960,3276
4932,2012-01-20,49960,40,50040,50040,49960,3276
4917,2012-01-20,49960,40,50040,50040,49960,3276
4902,2012-01-20,49960,40,50040,50040,49960,3276
4992,2012-01-20,49960,40,50040,50040,49960,3276
4887,2012-01-20,49960,40,50040,50040,49960,3276
4872,2012-01-20,49960,40,50040,50040,49960,3276
4857,2012-01-20,49960,40,50040,50040,49960,3276
4842,2012-01-20,49960,40,50040,50040,49960,3276
4827,2012-01-20,49960,40,50040,50040,49960,3276
7197,2012-01-20,49960,40,50040,50040,49960,3276
4812,2012-01-20,49960,40,50040,50040,49960,3276
4797,2012-01-20,49960,40,50040,50040,49960,3276
7182,2012-01-20,49960,40,50040,50040,49960,3276
7152,2012-01-20,49960,40,50040,50040,49960,3276
5007,2012-01-20,49960,40,50040,50040,49960,3276
5022,2012-01-20,49960,40,50040,50040,49960,3276
7092,2012-01-20,49960,40,50040,50040,49960,3276
5232,2012-01-20,49960,40,50040,50040,49960,3276
5217,2012-01-20,49960,40,50040,50040,49960,3276
5187,2012-01-20,49960,40,50040,50040,49960,3276
7107,2012-01-20,49960,40,50040,50040,49960,3276
5172,2012-01-20,49960,40,50040,50040,49960,3276
5157,2012-01-20,49960,40,50040,50040,49960,3276
5142,2012-01-20,49960,40,50040,50040,49960,3276
5127,2012-01-20,49960,40,50040,50040,49960,3276
7122,2012-01-20,49960,40,50040,50040,49960,3276
5112,2012-01-20,49960,40,50040,50040,49960,3276
